ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
37217,37217,Viraj Rai,20,1,2,2,1
37218,37218,Krisha Arya,59,2,3,2,1
37219,37219,Priya Palan,57,3,1,1,2
37220,37220,Chakradev Baria,44,4,3,4,2
37221,37221,Liam Ghose,49,3,1,3,2
37222,37222,Lohit Dewan,35,2,2,3,1
37223,37223,Raagini Nath,20,4,3,3,1
37224,37224,Daksh Swamy,35,3,2,4,1
37225,37225,Devika Anne,26,3,2,1,2
37226,37226,Isaiah Sankar,20,3,4,3,2
37227,37227,Yasti Sodhi,62,4,3,4,2
37228,37228,Udyati Dhingra,42,4,2,1,1
37229,37229,Aryan Handa,51,5,4,4,2
37230,37230,Laksh Badami,24,2,1,2,2
37231,37231,Gauri Sundaram,50,5,2,3,1
37232,37232,Udant Chakrabarti,47,4,1,4,2
37233,37233,Vedhika Dewan,21,3,3,2,1
37234,37234,Widisha Saxena,46,1,1,4,1
37235,37235,Amaira Chakraborty,70,4,1,4,1
37236,37236,Samaksh Doshi,58,3,2,3,1
37237,37237,Omkaar Ratta,48,2,3,1,2
37238,37238,Hemangini Kota,19,1,4,4,1
37239,37239,Hardik Bhavsar,46,3,2,4,1
37240,37240,Omkaar Lalla,68,4,2,2,1
37241,37241,Megha Yogi,31,2,3,2,1
37242,37242,Eshana Doshi,56,4,3,4,2
37243,37243,Sachi Sehgal,18,2,2,3,2
37244,37244,Charan Mannan,52,1,1,2,2
37245,37245,Om Guha,58,1,1,3,2
37246,37246,Dominic Walia,29,4,4,4,1
37247,37247,Robert Batta,34,4,1,4,1
37248,37248,Saumya Gopal,70,3,2,3,1
37249,37249,Zilmil Bhardwaj,31,4,3,2,1
37250,37250,Robert Mohan,26,2,1,3,1
37251,37251,Jagat Sodhi,34,1,3,3,2
37252,37252,Yagnesh Sem,55,3,3,2,1
37253,37253,Farhan Brar,56,5,4,3,2
37254,37254,Chaitaly Edwin,28,3,1,4,1
37255,37255,Pranav Ratti,26,4,4,4,2
37256,37256,Dayita Chawla,69,3,4,1,1
37257,37257,Nirja Saraf,18,2,1,3,1
37258,37258,Mahika Nadig,57,5,4,2,1
37259,37259,Mitesh Mohan,68,2,1,1,1
37260,37260,Lavanya Karpe,53,1,4,4,2
37261,37261,Joshua Arora,63,5,4,1,1
37262,37262,Manya Dhillon,34,2,4,1,2
37263,37263,Ekavir Ghose,18,3,1,1,2
37264,37264,Meera Kibe,63,2,2,2,2
37265,37265,Yashoda Pathak,49,5,2,3,2
37266,37266,Ekalinga Dyal,28,2,4,3,1
37267,37267,Jairaj Sachar,53,1,3,1,2
37268,37268,Kashvi Gour,67,3,1,2,1
37269,37269,Madhavi Ganguly,68,2,2,3,1
37270,37270,Reyansh Maharaj,46,4,4,1,2
37271,37271,Kevin Sastry,48,1,4,3,1
37272,37272,Ubika Amble,54,3,4,4,1
37273,37273,Yashica Memon,35,2,4,4,2
37274,37274,Gaurav Desai,64,4,2,1,2
37275,37275,Tara Bhakta,63,2,2,2,2
37276,37276,Tanvi Prabhu,38,3,1,1,2
37277,37277,Aadhya Pradhan,19,1,3,1,2
37278,37278,Chameli Ratta,42,3,1,4,1
37279,37279,Jeet Pillay,61,3,2,1,1
37280,37280,Wyatt Dara,49,1,4,2,1
37281,37281,Urvi Mitter,48,2,1,3,1
37282,37282,Jack Virk,38,1,1,3,2
37283,37283,Yatin Mann,37,4,2,4,2
37284,37284,Zashil Ahluwalia,37,2,1,1,1
37285,37285,Brijesh Bava,38,5,1,1,1
37286,37286,Jalsa Hans,56,4,3,4,2
37287,37287,Kavya Bera,27,1,4,1,2
37288,37288,Hitesh Samra,34,2,4,2,2
37289,37289,Aarnav Dhillon,57,5,4,1,2
37290,37290,Yash Sachdev,18,1,4,1,1
37291,37291,Lipika Chaudhary,31,3,1,4,2
37292,37292,Rachita Dhawan,24,4,2,4,2
37293,37293,Harinakshi Thakur,19,2,3,4,1
37294,37294,Advaith Nayar,28,2,1,2,2
37295,37295,Jasmit Salvi,52,5,4,2,2
37296,37296,Advay Mangat,67,1,1,1,2
37297,37297,Omisha Krishnamurthy,18,5,2,2,1
37298,37298,Ojasvi Mani,66,2,3,2,1
37299,37299,Vasana Hari,56,5,3,3,1
37300,37300,Alka Parsa,38,1,1,4,1
37301,37301,Saanvi Rao,44,3,3,1,1
37302,37302,Shivansh Keer,45,1,3,3,2
37303,37303,Janaki Dhingra,22,3,4,1,1
37304,37304,Siddharth Salvi,51,2,4,2,2
37305,37305,Vasudha Purohit,21,1,1,3,1
37306,37306,Joshua Swamy,54,4,1,2,1
37307,37307,Pahal Jani,46,3,3,2,1
37308,37308,Oscar Soman,21,3,3,3,2
37309,37309,Manya Kothari,38,1,1,1,2
37310,37310,Anamika Singhal,51,3,4,4,2
37311,37311,Bhavna Hari,50,3,2,1,1
37312,37312,Harshil Chahal,35,5,3,1,1
37313,37313,Pranit Brar,69,3,3,2,2
37314,37314,Harita Dey,52,1,4,2,2
37315,37315,Ladli Jayaraman,35,1,4,1,2
37316,37316,Chakradev Acharya,67,1,4,2,2
37317,37317,Balveer Master,34,2,4,3,1
37318,37318,Tara Rama,25,4,2,4,2
37319,37319,Ridhi Bumb,33,3,3,1,2
37320,37320,Pallavi Prakash,24,4,2,3,2
37321,37321,Raagini Kadakia,45,4,4,1,2
37322,37322,Aadi Chakrabarti,57,4,3,2,1
37323,37323,Deepa Kota,42,4,3,3,1
37324,37324,Azad Bassi,35,5,3,2,2
37325,37325,Nathaniel Vala,40,3,1,3,2
37326,37326,Max Mukhopadhyay,54,4,1,4,2
37327,37327,Tarak De,31,1,3,1,2
37328,37328,Bhavna Badami,45,5,2,1,2
37329,37329,Tanveer Ratta,35,1,3,1,2
37330,37330,Varenya Thaker,57,5,1,1,2
37331,37331,Lakshit Chada,19,4,1,4,1
37332,37332,Kevin Dugar,21,3,1,4,2
37333,37333,Zaid Chaudry,63,2,1,2,1
37334,37334,Avi Mutti,58,3,2,1,1
37335,37335,Gavin Andra,34,1,1,4,1
37336,37336,Ati Lad,36,3,2,1,2
37337,37337,Zashil Tata,59,4,2,2,1
37338,37338,Agastya Narula,24,1,2,2,1
37339,37339,Naksh Nigam,19,5,2,4,2
37340,37340,Jasmit Keer,63,2,2,3,2
37341,37341,Ayushman Bhagat,39,2,4,3,2
37342,37342,Teerth Raju,56,2,2,1,1
37343,37343,Jalsa Mitter,69,2,1,1,1
37344,37344,Mohammed Dora,28,1,4,4,1
37345,37345,Triveni Master,60,1,2,1,2
37346,37346,Aadi Nagar,47,2,4,4,2
37347,37347,Eshana Chaudhary,53,3,1,4,2
37348,37348,Mitesh Sem,54,4,1,4,1
37349,37349,Aachal Ram,36,1,2,1,2
37350,37350,Priya Vala,60,5,1,2,1
37351,37351,Chandran Sheth,58,1,3,2,1
37352,37352,Onkar Bhatti,30,5,2,2,2
37353,37353,Meera Ratta,51,1,1,2,1
37354,37354,Kashish Tandon,18,4,3,1,2
37355,37355,Ekansh Tata,50,3,4,1,1
37356,37356,Orinder Nadkarni,55,1,1,4,2
37357,37357,Anvi Goyal,23,2,1,1,2
37358,37358,Ganga Patla,40,4,3,3,1
37359,37359,Zarna Ratta,28,2,2,3,2
37360,37360,Yutika Dugal,50,2,1,4,2
37361,37361,Fariq Kant,52,2,1,2,1
37362,37362,Aditya Bansal,70,1,4,4,1
37363,37363,Tamanna Doshi,53,1,3,1,1
37364,37364,Avi Gupta,35,3,1,2,2
37365,37365,Hamsini Bali,65,5,4,4,1
37366,37366,Neel Nadig,39,5,1,4,2
37367,37367,Diya Narayanan,25,3,2,2,1
37368,37368,Tanish Dugal,64,3,2,2,1
37369,37369,William Gill,69,5,1,3,2
37370,37370,Christopher Kaur,18,2,2,1,1
37371,37371,Rachit Sagar,68,2,2,1,1
37372,37372,Bhavini Mander,38,4,3,2,2
37373,37373,Bhavya Krishna,23,2,4,2,2
37374,37374,Vinaya Comar,51,4,1,2,1
37375,37375,Quincy Handa,47,5,1,3,1
37376,37376,Meghana Hari,41,4,3,4,1
37377,37377,Ojasvi Kothari,53,4,3,2,2
37378,37378,Raagini Chaudhari,37,4,3,3,1
37379,37379,Pratyush Pandya,41,4,4,4,1
37380,37380,Ayush Dara,19,3,2,2,1
37381,37381,Ira Sarma,31,3,4,3,1
37382,37382,Wazir Bose,60,3,4,4,2
37383,37383,Dhruv Chandra,36,5,4,2,1
37384,37384,Quincy Bhatti,40,5,2,4,2
37385,37385,Anmol Pal,33,3,1,2,2
37386,37386,Vasatika Pant,48,1,1,1,1
37387,37387,Noah Edwin,26,4,1,2,1
37388,37388,Kamya Chadha,28,1,2,2,1
37389,37389,Chakradev Sethi,29,2,2,1,1
37390,37390,Suhani Sarma,56,1,1,2,2
37391,37391,Vasudha Wali,29,3,4,1,1
37392,37392,Dalaja Sura,37,5,3,1,1
37393,37393,Sai Jayaraman,68,4,1,1,1
37394,37394,Unnati Dhawan,27,4,3,4,1
37395,37395,Damini Kashyap,22,4,2,4,2
37396,37396,William Dalal,60,4,2,3,2
37397,37397,Bachittar Thaman,25,1,1,4,2
37398,37398,Nachiket Sethi,44,1,2,2,1
37399,37399,Omkaar Hari,37,5,2,2,2
37400,37400,Falan Kala,53,1,1,2,2
37401,37401,Triya Uppal,69,5,2,4,1
37402,37402,Qadim Kumer,34,3,4,1,2
37403,37403,Bakhshi Mahajan,40,3,1,3,1
37404,37404,Idika Gandhi,38,3,3,4,1
37405,37405,Mohammed Chauhan,70,3,2,1,1
37406,37406,Vansha Sani,34,2,1,3,2
37407,37407,Lohit Sami,19,5,1,4,2
37408,37408,Jagvi Sarna,32,4,3,4,2
37409,37409,Girik Kanda,43,2,4,4,1
37410,37410,Jagat Kari,60,4,1,4,1
37411,37411,Faris Mutti,34,3,4,1,2
37412,37412,Kiaan Sahota,37,5,2,1,2
37413,37413,Rushil De,25,1,4,2,2
37414,37414,Fitan Bala,21,5,1,3,1
37415,37415,Lajita Misra,25,5,3,3,2
37416,37416,Alexander Pant,22,1,3,4,1
37417,37417,Naveen Gala,59,3,3,1,2
37418,37418,Lavanya Sodhi,63,3,1,1,2
37419,37419,Jeevika Hegde,39,1,2,4,2
37420,37420,Bhavika Baria,52,2,3,2,2
37421,37421,Krishna Mangat,27,4,2,4,2
37422,37422,Chanchal Chakraborty,46,1,3,2,1
37423,37423,Inaya Chowdhury,35,4,2,3,1
37424,37424,Isaiah Sant,52,4,1,4,2
37425,37425,Darpan Vora,63,1,3,3,2
37426,37426,Sai Konda,47,2,2,4,1
37427,37427,Jeet Morar,42,3,2,4,1
37428,37428,Sanaya Tailor,54,2,4,3,1
37429,37429,Pushti Mitra,49,1,2,4,1
37430,37430,Ojas Narain,47,1,1,2,1
37431,37431,Wahab Bahri,46,4,2,2,2
37432,37432,Urmi Mohanty,33,1,3,1,1
37433,37433,Harini Bhatt,37,5,3,3,1
37434,37434,Harrison Manda,66,2,3,3,2
37435,37435,Divya Aggarwal,55,5,2,2,1
37436,37436,Bishakha Mall,67,2,4,2,1
37437,37437,Bhavini Gupta,21,1,1,3,2
37438,37438,Jhalak Bal,25,4,3,3,1
37439,37439,Sanya Prabhu,21,3,4,3,1
37440,37440,Yuvraj Keer,21,1,3,3,2
37441,37441,Urvashi Basak,18,1,2,3,1
37442,37442,Yashoda Narang,65,2,4,4,2
37443,37443,Wishi Sheth,21,5,1,1,1
37444,37444,Mohini Choudhary,62,3,4,3,2
37445,37445,Zayyan Chauhan,40,1,4,1,1
37446,37446,Hemal Dutta,57,1,4,1,1
37447,37447,Viraj Kadakia,40,1,4,3,1
37448,37448,Lila Karnik,34,5,4,1,2
37449,37449,Kalpit Badami,55,4,2,3,2
37450,37450,Peter Banik,55,3,2,4,2
37451,37451,Udyati Dhingra,37,2,4,2,2
37452,37452,Tanveer Shere,68,2,3,3,1
37453,37453,Mohini Subramanian,19,3,4,3,1
37454,37454,Xiti Krishnan,24,3,4,2,1
37455,37455,Nandini Sodhi,49,3,1,4,1
37456,37456,Manya Varma,57,2,3,3,2
37457,37457,Jairaj Sama,31,1,4,4,2
37458,37458,Girik Devan,32,2,2,1,2
37459,37459,Yuvraj Kumar,21,5,1,2,2
37460,37460,Bishakha Dyal,47,3,3,4,2
37461,37461,Champak Vohra,36,3,4,4,1
37462,37462,Ijaya Modi,26,3,1,2,2
37463,37463,Jonathan Sarin,31,2,4,3,1
37464,37464,Dalbir Chanda,36,2,1,1,1
37465,37465,Leena Bora,33,5,3,4,2
37466,37466,Arya Chandra,44,1,2,3,2
37467,37467,Amol Pillay,52,3,3,3,2
37468,37468,Parth Rana,63,3,1,3,1
37469,37469,Mekhala Mangat,62,5,2,1,1
37470,37470,Anusha Chandran,48,3,2,2,1
37471,37471,Laban Lala,57,5,2,2,2
37472,37472,Aarini Sani,22,2,4,3,1
37473,37473,Suhani Ghose,53,4,4,2,2
37474,37474,Girindra Balakrishnan,32,2,1,4,2
37475,37475,Prisha Lalla,63,2,4,4,2
37476,37476,Aarini Murty,44,5,1,3,1
37477,37477,Charita Palla,48,3,4,1,2
37478,37478,Krishna Talwar,56,1,1,2,2
37479,37479,Ansh Jayaraman,60,1,1,1,1
37480,37480,Netra Roy,27,1,1,3,2
37481,37481,Ishita Sachdeva,67,1,2,3,2
37482,37482,Qarin Mohanty,51,5,3,2,1
37483,37483,Dakshesh Issac,63,3,2,4,2
37484,37484,Dalbir Dash,50,5,2,1,2
37485,37485,Gunbir Sharaf,41,4,4,4,1
37486,37486,Aachal Kota,43,2,3,1,2
37487,37487,Meera Nagi,66,5,1,3,1
37488,37488,Ladli Khurana,26,1,1,4,2
37489,37489,Eta Singh,46,4,1,1,2
37490,37490,Harsh Guha,51,3,3,4,2
37491,37491,Damyanti Sarraf,30,1,2,3,2
37492,37492,Bina Ramachandran,30,5,2,3,2
37493,37493,Zinal Mangal,31,5,3,1,2
37494,37494,Ishani Morar,31,2,2,3,1
37495,37495,George Oak,40,5,4,2,1
37496,37496,Vedhika Kunda,38,3,1,1,1
37497,37497,Aryan Balay,56,1,3,2,2
37498,37498,Brijesh Sampath,62,2,1,1,1
37499,37499,Timothy Bhargava,48,1,3,1,1
37500,37500,Lekha Bala,43,1,3,2,1
37501,37501,Bhanumati Prashad,32,5,1,4,2
37502,37502,Madhavi Murty,34,1,4,1,2
37503,37503,Lajita Hora,27,5,4,4,2
37504,37504,Banjeet Loke,67,5,1,1,2
37505,37505,Wriddhish Rege,24,1,1,3,1
37506,37506,Barkha Sidhu,67,1,4,4,2
37507,37507,Xiti Virk,53,1,2,1,2
37508,37508,Fitan Prabhu,57,4,4,1,1
37509,37509,Darpan Kurian,68,1,3,2,1
37510,37510,Tanish Saxena,69,2,1,2,2
37511,37511,Aradhana Khare,32,5,3,2,1
37512,37512,Samarth Pal,60,5,3,3,2
37513,37513,Arya Modi,37,4,1,2,2
37514,37514,Teerth Mand,69,4,1,4,1
37515,37515,Nirja Rege,50,1,3,3,2
37516,37516,Thomas Mahal,51,2,2,1,2
37517,37517,Vrinda Ahluwalia,70,5,4,4,2
37518,37518,Arunima Subramanian,58,4,1,4,2
37519,37519,Gagan Manda,31,4,1,3,1
37520,37520,Ayaan Lad,52,3,1,3,1
37521,37521,Owen Rattan,65,4,2,1,2
37522,37522,Maanas Sathe,60,5,1,3,2
37523,37523,Amaira Narasimhan,21,4,2,3,1
37524,37524,Yuvraj Kar,35,3,2,4,2
37525,37525,Rudra Nazareth,22,5,2,2,1
37526,37526,Tara Bose,27,5,3,2,1
37527,37527,Krisha Bhagat,33,3,3,1,2
37528,37528,Alexander Rattan,47,5,4,1,2
37529,37529,Yasti Ravel,63,2,4,2,1
37530,37530,Qasim Mukherjee,30,5,2,4,1
37531,37531,Pranav Dasgupta,69,4,1,4,1
37532,37532,Tanvi Lad,24,4,4,2,2
37533,37533,Kavya Bhattacharyya,38,2,4,2,2
37534,37534,Arin Rajagopal,39,1,3,2,2
37535,37535,Zaid Madan,57,2,3,1,1
37536,37536,Anusha Patla,40,4,4,2,1
37537,37537,Janaki Kota,20,3,4,1,2
37538,37538,Amara Rajan,63,3,4,2,1
37539,37539,Sachi Khatri,32,5,3,3,2
37540,37540,Yashodhara Desai,26,3,3,1,2
37541,37541,Shravya Mahajan,43,4,2,4,2
37542,37542,Samaksh Desai,18,4,1,3,1
37543,37543,Pallavi Kurian,69,1,1,2,1
37544,37544,Indira Bath,59,5,4,3,1
37545,37545,Tarak Gole,52,1,3,2,1
37546,37546,Ekta Issac,43,3,4,1,1
37547,37547,Janaki Nagarajan,45,3,3,4,2
37548,37548,Victor Rege,38,5,1,1,2
37549,37549,Bhavani Anand,40,4,4,4,2
37550,37550,Chavvi Sastry,62,2,2,4,1
37551,37551,Oviya Balan,57,4,4,2,2
37552,37552,Varsha Parsa,38,4,3,1,2
37553,37553,Wakeeta Balan,25,4,1,3,2
37554,37554,Laban Bhavsar,38,4,4,1,2
37555,37555,Suhani Tailor,66,5,4,4,2
37556,37556,Sachi Rajagopal,35,3,4,4,1
37557,37557,Ekta Ravel,59,3,4,3,1
37558,37558,Nihal Sodhi,69,3,4,3,1
37559,37559,Robert Parekh,45,2,1,3,1
37560,37560,Ekaraj Sankaran,51,3,1,4,2
37561,37561,Mohammed Sibal,60,1,1,1,2
37562,37562,Girik Pradhan,25,3,1,1,2
37563,37563,Udyati Choudhary,19,1,3,2,1
37564,37564,Utkarsh Wadhwa,55,4,3,3,2
37565,37565,Yadavi Hora,52,4,3,3,2
37566,37566,Wriddhish Master,23,5,2,1,2
37567,37567,Anamika Mahajan,35,5,2,2,1
37568,37568,Tanveer Bhasin,24,5,3,1,1
37569,37569,Aarush Kumar,44,2,3,3,2
37570,37570,Joshua Patil,61,4,4,4,1
37571,37571,Gauri Lad,52,5,1,1,2
37572,37572,Michael Raman,20,4,1,1,2
37573,37573,Triya Mani,28,1,4,2,2
37574,37574,Megha Misra,59,2,1,2,2
37575,37575,Ayaan Dhaliwal,61,2,4,1,1
37576,37576,Devansh Naik,50,3,3,3,2
37577,37577,Krishna Shenoy,32,5,1,1,2
37578,37578,Gaurav Deol,40,1,4,1,2
37579,37579,Atharv Walla,31,4,2,2,2
37580,37580,Yashoda D’Alia,65,5,4,4,1
37581,37581,Ekaja Sagar,52,3,1,4,1
37582,37582,Jairaj Pradhan,40,3,4,4,1
37583,37583,Urvashi Atwal,31,2,3,4,1
37584,37584,Madhavi Munshi,46,5,1,1,2
37585,37585,Varenya Dora,58,3,2,2,2
37586,37586,Azad Sani,47,2,3,3,2
37587,37587,Gauri Nayar,67,5,1,3,1
37588,37588,Girish Mital,40,4,4,2,2
37589,37589,Rachita Kapoor,57,5,4,4,2
37590,37590,Girik Ram,67,2,1,3,2
37591,37591,Abhimanyu Puri,54,4,4,4,2
37592,37592,Darpan Menon,27,2,1,2,1
37593,37593,Chavvi Dua,23,3,1,3,2
37594,37594,Logan Rege,28,1,3,1,1
37595,37595,Daniel Lata,63,3,3,3,2
37596,37596,Farhan Toor,60,4,4,1,2
37597,37597,Vamakshi Thaker,58,4,2,1,1
37598,37598,Pranav Narula,55,1,2,3,1
37599,37599,Avni Rajan,43,4,2,1,2
37600,37600,Akshay Goel,46,5,1,2,2
37601,37601,Kashvi Kala,52,3,2,2,2
37602,37602,Ojas Toor,42,5,4,1,1
37603,37603,Anjali Dewan,27,1,4,4,2
37604,37604,Gunbir Patla,49,3,2,2,2
37605,37605,Saanvi Kala,31,3,4,1,1
37606,37606,Bina Wason,32,4,4,3,2
37607,37607,Champak Sengupta,38,4,4,4,1
37608,37608,Shivansh Loke,52,2,3,3,1
37609,37609,Janya Kapoor,68,3,3,1,2
37610,37610,Darpan Dhawan,54,2,4,2,2
37611,37611,Gaurika Dhawan,43,2,3,2,2
37612,37612,Zayyan Reddy,65,5,1,2,1
37613,37613,Yashodhara Dayal,49,2,2,1,2
37614,37614,Chanakya Bhagat,28,1,3,2,2
37615,37615,Anika Chowdhury,49,1,2,4,1
37616,37616,Leela Patil,56,2,1,3,1
37617,37617,Neel Shan,24,4,2,3,2
37618,37618,Idika Sachdev,69,4,1,4,2
37619,37619,Chatresh Kant,42,3,1,2,1
37620,37620,Sai Jaggi,35,2,1,1,1
37621,37621,Utkarsh Setty,21,1,3,2,1
37622,37622,Zarna Edwin,48,4,2,4,2
37623,37623,Laksh Saxena,28,1,2,1,1
37624,37624,Yatan Soman,20,5,4,3,2
37625,37625,Ethan Banerjee,52,4,1,4,2
37626,37626,Alka Jani,31,2,4,4,1
37627,37627,Frado Bath,45,2,3,4,1
37628,37628,Vasana Brahmbhatt,57,1,2,2,2
37629,37629,Jackson Bala,55,2,3,3,1
37630,37630,Lohit Nanda,68,4,4,4,2
37631,37631,Amol Bhatt,61,5,2,4,1
37632,37632,Orinder Kunda,48,4,4,3,2
37633,37633,Advaith Deol,47,1,3,2,2
37634,37634,Sudiksha Bains,51,2,4,1,2
37635,37635,Omaja Chaudhari,23,1,4,4,2
37636,37636,Fitan Hari,68,4,2,2,1
37637,37637,Yashoda Walla,59,5,1,1,1
37638,37638,Gautami Kuruvilla,53,3,4,2,1
37639,37639,Krishna Baria,25,4,2,2,1
37640,37640,Frederick Sandhu,55,4,3,2,1
37641,37641,Charita Sabharwal,37,5,4,1,2
37642,37642,Gabriel Balan,64,4,4,2,2
37643,37643,Bachittar Prakash,66,3,3,2,2
37644,37644,Darika Dara,63,1,2,2,2
37645,37645,Akshay Chowdhury,37,2,2,2,1
37646,37646,Yasti Tiwari,28,2,2,2,1
37647,37647,Ayush Konda,36,2,4,4,1
37648,37648,Nitara Deshmukh,70,4,4,1,2
37649,37649,Alka Saha,43,1,3,1,2
37650,37650,Viraj Parsa,31,5,2,4,2
37651,37651,Rachita Vohra,57,2,1,1,2
37652,37652,Vyanjana Dara,53,2,3,1,1
37653,37653,Ekapad Sampath,18,5,4,2,2
37654,37654,Damyanti Gaba,24,1,4,1,1
37655,37655,Christopher Kar,29,1,3,2,2
37656,37656,Falan Comar,40,1,2,3,2
37657,37657,Yamini Bawa,69,2,4,3,1
37658,37658,Yachana Sastry,44,4,3,3,1
37659,37659,Darika Batta,35,5,1,1,1
37660,37660,Watika Atwal,36,1,1,3,1
37661,37661,Kevin Arya,33,3,2,3,1
37662,37662,Warinder Dey,46,4,4,3,1
37663,37663,Yauvani Gala,41,3,4,4,2
37664,37664,Chameli Buch,67,1,3,4,2
37665,37665,Gaurika Sarin,36,2,4,2,2
37666,37666,Caleb Buch,35,1,2,3,1
37667,37667,Neel Cheema,44,3,2,3,2
37668,37668,Lavanya Bala,18,4,4,1,1
37669,37669,Yagnesh Gola,46,2,2,3,2
37670,37670,Gayathri Rout,32,3,1,2,2
37671,37671,Vinaya Mody,66,4,3,3,2
37672,37672,Indali Yadav,31,1,2,3,2
37673,37673,Charles Bumb,22,1,1,3,1
37674,37674,Harinakshi Bora,54,3,1,3,2
37675,37675,Teerth Sridhar,32,3,4,1,1
37676,37676,Baljiwan Dugar,58,3,3,4,2
37677,37677,Eesha Parekh,69,3,1,1,1
37678,37678,Triveni Sant,53,4,2,2,2
37679,37679,Nachiket Varughese,40,3,4,3,2
37680,37680,Vihaan Sem,41,2,3,4,2
37681,37681,Anamika Nazareth,69,3,4,3,1
37682,37682,Utkarsh Basu,62,4,4,4,1
37683,37683,Abha Dutta,69,4,2,2,1
37684,37684,Laban Deo,46,1,2,3,1
37685,37685,Balhaar Doctor,44,2,3,2,2
37686,37686,Bakhshi Gour,18,1,1,2,1
37687,37687,Vedant Dara,60,2,4,2,1
37688,37688,Mitali Roy,44,1,3,1,1
37689,37689,Chandresh Mangal,22,2,4,3,2
37690,37690,Eiravati Gokhale,56,4,1,3,2
37691,37691,Hritik Ahluwalia,33,2,4,3,2
37692,37692,Idika Mahal,70,5,1,3,2
37693,37693,Anika Nagy,23,1,1,2,1
37694,37694,Yamini Wali,39,3,2,1,1
37695,37695,Jagdish Nigam,59,3,3,4,1
37696,37696,Nakul Deol,44,1,4,1,1
37697,37697,Ekantika Lalla,60,5,2,4,1
37698,37698,Suhani Brahmbhatt,29,2,2,1,1
37699,37699,Ubika Ganesh,51,3,3,1,2
37700,37700,Yashvi Pai,37,3,4,2,1
37701,37701,Bakhshi Buch,25,4,3,1,2
37702,37702,Vansha Seshadri,41,5,3,2,2
37703,37703,Hema Mall,22,2,4,3,2
37704,37704,Sachi Yadav,44,2,3,2,2
37705,37705,Karan Sawhney,70,1,3,4,2
37706,37706,Yashoda Hayer,68,4,1,2,2
37707,37707,Ethan Lal,59,2,4,2,2
37708,37708,Kashvi Dube,64,5,4,3,1
37709,37709,Ganga Shanker,61,1,3,4,1
37710,37710,Aayush Mandal,26,5,2,3,1
37711,37711,Eesha Cherian,44,5,4,2,1
37712,37712,Mahika Krishna,57,3,1,1,1
37713,37713,Yadavi Char,49,3,3,3,1
37714,37714,Lakshit Hayre,63,2,3,4,2
37715,37715,Gaurang Mannan,25,3,3,4,2
37716,37716,Upma Bhattacharyya,47,2,2,1,1
37717,37717,Geetika Verma,32,4,4,3,1
37718,37718,Saumya Bora,35,3,3,3,2
37719,37719,Damini Parsa,25,4,2,3,1
37720,37720,Amol Bumb,26,2,2,3,1
37721,37721,Odika Buch,59,1,2,2,2
37722,37722,Anvi Kala,50,2,1,1,2
37723,37723,Xavier Boase,27,3,4,2,1
37724,37724,Liam Hans,61,2,3,4,1
37725,37725,Samaksh Mohanty,41,4,3,1,2
37726,37726,Ayaan Nagy,56,1,2,4,2
37727,37727,Kritika Ghose,28,5,4,1,1
37728,37728,Aahana Ramanathan,19,2,2,2,2
37729,37729,Nirja Bhagat,43,2,3,2,1
37730,37730,Manbir Raj,49,5,4,3,1
37731,37731,Aishani Hayre,44,5,3,2,2
37732,37732,Yuvraj Sha,56,3,3,1,1
37733,37733,Siddharth Aggarwal,46,1,3,2,2
37734,37734,Kiaan Kumar,52,2,4,1,2
37735,37735,Shaurya Konda,35,5,1,2,1
37736,37736,Kalpit Karnik,44,2,2,3,2
37737,37737,Noah Raman,32,5,2,4,2
37738,37738,Niharika Handa,21,3,1,3,2
37739,37739,Neelima Rajan,30,5,2,1,2
37740,37740,Isha Shroff,45,1,2,3,1
37741,37741,Ishani Krishna,70,2,1,2,2
37742,37742,Ekavir Kaur,30,1,1,1,1
37743,37743,Ranbir Chahal,18,5,4,1,2
37744,37744,Matthew Goswami,48,3,1,3,1
37745,37745,Garima Parmar,24,4,3,4,1
37746,37746,Sai Mani,33,3,3,1,2
37747,37747,Chakradev Agarwal,51,4,4,3,1
37748,37748,Harrison Bhargava,31,3,4,3,2
37749,37749,Sanya Bera,57,4,1,1,2
37750,37750,Ranveer Solanki,18,5,1,3,2
37751,37751,Siddharth Deo,51,5,1,3,1
37752,37752,Brinda Kale,62,4,1,1,2
37753,37753,Oviya Dhar,54,4,1,3,1
37754,37754,Gopal Deo,65,5,3,4,1
37755,37755,Varenya Kade,59,4,2,2,1
37756,37756,Jagdish Varughese,45,2,3,4,2
37757,37757,Faraj Nagi,28,1,4,2,2
37758,37758,Kashish Purohit,67,2,2,1,1
37759,37759,Abhimanyu Merchant,31,2,4,1,2
37760,37760,Turvi Dora,51,5,2,1,1
37761,37761,Netra Mohan,66,5,3,4,2
37762,37762,Dhruv Merchant,58,1,2,4,1
37763,37763,Ronith Gola,64,2,2,3,2
37764,37764,Baghyawati Mukhopadhyay,29,2,3,4,1
37765,37765,Forum Anne,23,5,1,3,2
37766,37766,Priya Sharma,50,5,4,3,1
37767,37767,Vanya Raja,52,3,2,1,1
37768,37768,Aishani Malhotra,60,1,1,4,2
37769,37769,Yashawini Balay,50,5,4,3,1
37770,37770,Jackson Seth,53,1,2,4,1
37771,37771,Ikshita Batra,62,2,1,2,1
37772,37772,Suhani Padmanabhan,52,2,1,1,1
